Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) ,Cluster
Canada,2023,Frozen Food,10962.0,12576.0,177.0, 978 ,32.0,0
Brazil,2022,Bakery Items,37256.0,39190.0,39.0," 1,200 ",60.0,1
Brazil,2018,Fruits & Vegetables,49446.0,52899.0,46.0," 1,014 ",35.0,1
Germany,2022,Dairy Products,741.0,832.0,53.0," 1,360 ",34.0,0
Brazil,2018,Grains & Cereals,2437.0,2217.0,61.0, 909 ,60.0,0
Argentina,2018,Prepared Food,11182.0,13165.0,123.0, 41 ,34.0,0
UK,2022,Dairy Products,49530.0,52776.0,119.0, 903 ,41.0,1
South Korea,2019,Frozen Food,31383.0,36152.0,67.0," 1,205 ",34.0,1
Spain,2018,Beverages,26442.0,27001.0,103.0, 425 ,38.0,1
China,2018,Dairy Products,9961.0,11541.0,71.0, 982 ,61.0,0
Canada,2022,Dairy Products,25268.0,22720.0,61.0, 353 ,32.0,0
Russia,2019,Dairy Products,3733.0,4169.0,114.0," 1,019 ",57.0,0
France,2018,Bakery Items,13445.0,14984.0,164.0, 512 ,51.0,0
Mexico,2022,Fruits & Vegetables,42384.0,36474.0,67.0, 944 ,55.0,1
Indonesia,2019,Beverages,23745.0,20352.0,20.0, 60 ,68.0,0
Russia,2024,Meat & Seafood,7621.0,8232.0,175.0," 1,323 ",62.0,0
USA,2018,Frozen Food,46203.0,51021.0,64.0," 1,231 ",59.0,1
Argentina,2022,Fruits & Vegetables,49520.0,43992.0,53.0," 1,390 ",31.0,1
India,2020,Prepared Food,5505.0,6280.0,37.0, 742 ,63.0,0
China,2020,Fruits & Vegetables,28052.0,32721.0,142.0, 417 ,42.0,1
Japan,2023,Beverages,36014.0,34055.0,29.0," 1,219 ",46.0,1
India,2020,Dairy Products,32563.0,33379.0,36.0," 1,181 ",34.0,1
Mexico,2019,Beverages,8971.0,10242.0,51.0, 118 ,38.0,0
South Korea,2018,Prepared Food,8376.0,9835.0,174.0, 103 ,55.0,0
Canada,2023,Grains & Cereals,42829.0,44224.0,108.0," 1,372 ",39.0,1
Mexico,2018,Prepared Food,11622.0,13271.0,173.0," 1,099 ",41.0,0
Canada,2024,Dairy Products,47299.0,47089.0,69.0," 1,088 ",51.0,1
Turkey,2018,Bakery Items,32067.0,35583.0,68.0," 1,069 ",58.0,1
Turkey,2020,Beverages,20254.0,19828.0,142.0," 1,243 ",56.0,0
Russia,2021,Bakery Items,16436.0,13228.0,189.0, 834 ,66.0,0
Canada,2020,Fruits & Vegetables,7871.0,6644.0,70.0, 452 ,44.0,0
Canada,2021,Dairy Products,17352.0,19073.0,126.0, 622 ,63.0,0
Germany,2021,Grains & Cereals,48936.0,52004.0,110.0, 211 ,33.0,1
UK,2018,Meat & Seafood,45513.0,41588.0,34.0," 1,267 ",65.0,1
Italy,2024,Bakery Items,13589.0,12125.0,192.0, 431 ,39.0,0
India,2024,Bakery Items,42905.0,43781.0,147.0, 867 ,33.0,1
Italy,2019,Frozen Food,13942.0,11285.0,183.0, 793 ,53.0,0
Italy,2021,Dairy Products,6633.0,6268.0,38.0, 247 ,35.0,0
Mexico,2022,Bakery Items,39084.0,38766.0,137.0, 443 ,53.0,1
Japan,2021,Grains & Cereals,24683.0,29268.0,96.0, 652 ,66.0,1
Canada,2022,Dairy Products,37497.0,42212.0,157.0, 70 ,46.0,1
India,2019,Bakery Items,15309.0,17659.0,56.0, 767 ,58.0,0
Indonesia,2020,Bakery Items,9225.0,9885.0,120.0, 933 ,54.0,0
Germany,2022,Bakery Items,17933.0,16339.0,55.0, 534 ,36.0,0
France,2022,Prepared Food,47744.0,53651.0,32.0, 760 ,51.0,1
France,2023,Bakery Items,24943.0,22397.0,157.0, 791 ,31.0,0
Mexico,2019,Meat & Seafood,21830.0,25942.0,135.0, 889 ,50.0,0
UK,2024,Grains & Cereals,38667.0,32166.0,104.0, 760 ,42.0,1
Saudi Arabia,2022,Prepared Food,1453.0,1464.0,151.0, 968 ,59.0,0
Brazil,2022,Dairy Products,11765.0,13642.0,174.0," 1,237 ",53.0,0
UK,2023,Meat & Seafood,20557.0,17090.0,48.0," 1,129 ",36.0,0
South Africa,2018,Fruits & Vegetables,6608.0,6139.0,71.0, 535 ,39.0,0
Russia,2022,Meat & Seafood,17362.0,16344.0,139.0, 710 ,70.0,0
Canada,2023,Prepared Food,32521.0,32543.0,136.0, 754 ,58.0,1
China,2020,Frozen Food,48690.0,41106.0,93.0, 746 ,59.0,1
USA,2020,Bakery Items,29314.0,30310.0,144.0," 1,292 ",62.0,1
France,2019,Meat & Seafood,22523.0,25385.0,197.0, 939 ,68.0,0
Mexico,2023,Bakery Items,41432.0,41218.0,88.0, 645 ,47.0,1
Turkey,2020,Bakery Items,13614.0,13351.0,67.0, 320 ,37.0,0
Turkey,2019,Bakery Items,44603.0,51870.0,25.0," 1,182 ",67.0,1
Russia,2023,Fruits & Vegetables,33865.0,38931.0,114.0, 354 ,50.0,1
Turkey,2022,Meat & Seafood,34057.0,39021.0,184.0, 362 ,48.0,1
UK,2022,Dairy Products,4585.0,5242.0,191.0, 684 ,60.0,0
Indonesia,2023,Dairy Products,3192.0,3289.0,59.0, 842 ,35.0,0
Canada,2019,Bakery Items,37476.0,30740.0,87.0, 992 ,53.0,1
Brazil,2018,Fruits & Vegetables,15547.0,12545.0,150.0," 1,167 ",68.0,0
Indonesia,2020,Prepared Food,33359.0,35917.0,165.0," 1,076 ",56.0,1
France,2018,Bakery Items,1509.0,1646.0,71.0," 1,346 ",37.0,0
UK,2021,Dairy Products,38784.0,31056.0,23.0, 578 ,33.0,1
China,2020,Grains & Cereals,14578.0,12421.0,28.0, 989 ,51.0,0
Saudi Arabia,2018,Beverages,38112.0,34589.0,193.0," 1,340 ",41.0,1
Saudi Arabia,2022,Beverages,24701.0,25708.0,55.0," 1,018 ",57.0,0
Japan,2023,Meat & Seafood,7153.0,7577.0,162.0, 774 ,68.0,0
Russia,2018,Meat & Seafood,24143.0,22275.0,101.0, 183 ,56.0,0
Spain,2023,Dairy Products,19324.0,22477.0,133.0, 132 ,32.0,0
Mexico,2023,Meat & Seafood,515.0,468.0,79.0, 71 ,57.0,0
South Africa,2024,Dairy Products,42245.0,47490.0,110.0, 910 ,48.0,1
China,2020,Grains & Cereals,44946.0,52772.0,73.0, 965 ,57.0,1
Saudi Arabia,2018,Grains & Cereals,31149.0,36064.0,187.0, 797 ,54.0,1
Canada,2022,Grains & Cereals,19812.0,21933.0,39.0," 1,006 ",45.0,0
Saudi Arabia,2019,Prepared Food,44531.0,45440.0,160.0," 1,323 ",33.0,1
South Africa,2020,Prepared Food,43498.0,35854.0,35.0, 856 ,69.0,1
USA,2023,Bakery Items,37467.0,37018.0,42.0, 575 ,54.0,1
Australia,2020,Dairy Products,42719.0,36764.0,103.0, 863 ,43.0,1
Turkey,2024,Fruits & Vegetables,25478.0,26273.0,143.0, 433 ,56.0,1
Saudi Arabia,2019,Prepared Food,33716.0,28975.0,182.0, 309 ,66.0,1
South Africa,2022,Beverages,33231.0,33767.0,114.0," 1,233 ",50.0,1
Mexico,2022,Beverages,12742.0,12835.0,66.0, 684 ,42.0,0
Australia,2018,Beverages,49779.0,43170.0,37.0, 459 ,64.0,1
UK,2020,Fruits & Vegetables,20105.0,20917.0,107.0, 707 ,64.0,0
USA,2024,Beverages,38467.0,45817.0,135.0, 901 ,40.0,1
Russia,2022,Beverages,29562.0,27591.0,170.0, 950 ,40.0,1
UK,2022,Grains & Cereals,2157.0,2051.0,28.0," 1,300 ",45.0,0
Saudi Arabia,2020,Fruits & Vegetables,26369.0,23937.0,155.0, 29 ,41.0,0
Russia,2018,Fruits & Vegetables,33563.0,39534.0,139.0, 828 ,62.0,1
Mexico,2020,Frozen Food,9609.0,8929.0,187.0, 62 ,42.0,0
Indonesia,2020,Frozen Food,21546.0,17859.0,112.0, 743 ,66.0,0
Argentina,2021,Fruits & Vegetables,49285.0,58669.0,129.0, 57 ,43.0,1
Canada,2020,Fruits & Vegetables,25902.0,29647.0,189.0, 489 ,44.0,1
Saudi Arabia,2018,Dairy Products,10603.0,12100.0,36.0, 314 ,68.0,0
China,2018,Bakery Items,5503.0,6029.0,192.0, 853 ,68.0,0
Argentina,2018,Bakery Items,9028.0,7670.0,28.0, 998 ,63.0,0
Spain,2023,Meat & Seafood,11863.0,10071.0,136.0," 1,385 ",41.0,0
Indonesia,2023,Fruits & Vegetables,11877.0,9911.0,165.0, 269 ,62.0,0
Indonesia,2023,Bakery Items,22177.0,19045.0,107.0," 1,124 ",63.0,0
France,2023,Grains & Cereals,17060.0,15970.0,183.0, 97 ,70.0,0
Spain,2018,Dairy Products,22080.0,24758.0,62.0," 1,373 ",48.0,0
Italy,2018,Dairy Products,29030.0,28893.0,154.0, 763 ,46.0,1
South Korea,2019,Dairy Products,10124.0,10161.0,154.0, 243 ,34.0,0
South Africa,2020,Frozen Food,41869.0,41562.0,118.0," 1,391 ",44.0,1
Canada,2020,Bakery Items,30613.0,29423.0,69.0, 842 ,53.0,1
Mexico,2018,Beverages,16677.0,15802.0,140.0," 1,309 ",51.0,0
France,2024,Grains & Cereals,4646.0,5532.0,31.0, 351 ,55.0,0
South Korea,2024,Bakery Items,7711.0,8555.0,82.0, 38 ,32.0,0
USA,2022,Meat & Seafood,39572.0,37077.0,90.0, 613 ,53.0,1
Russia,2024,Fruits & Vegetables,43630.0,40013.0,21.0, 787 ,44.0,1
South Africa,2019,Grains & Cereals,34179.0,37491.0,182.0, 147 ,39.0,1
France,2021,Frozen Food,32643.0,31510.0,48.0, 552 ,53.0,1
South Korea,2021,Prepared Food,13764.0,13331.0,84.0, 599 ,61.0,0
Indonesia,2023,Frozen Food,37590.0,35782.0,80.0," 1,204 ",35.0,1
France,2020,Frozen Food,47545.0,38387.0,153.0, 630 ,60.0,1
USA,2023,Meat & Seafood,4220.0,4952.0,38.0, 290 ,54.0,0
South Korea,2018,Dairy Products,20192.0,22577.0,148.0, 22 ,30.0,0
UK,2019,Dairy Products,48065.0,43609.0,75.0, 426 ,51.0,1
UK,2024,Beverages,28113.0,22698.0,109.0, 191 ,33.0,0
Russia,2024,Fruits & Vegetables,32750.0,35677.0,131.0, 574 ,57.0,1
UK,2018,Frozen Food,18838.0,16087.0,53.0," 1,219 ",45.0,0
Russia,2024,Grains & Cereals,46372.0,48184.0,182.0, 453 ,45.0,1
China,2018,Meat & Seafood,40725.0,34325.0,167.0, 832 ,67.0,1
Russia,2021,Frozen Food,28670.0,30461.0,108.0, 721 ,41.0,1
Italy,2022,Prepared Food,27081.0,24871.0,52.0," 1,102 ",58.0,1
Canada,2019,Bakery Items,13508.0,15871.0,176.0, 481 ,37.0,0
Russia,2020,Prepared Food,3043.0,2750.0,144.0, 493 ,59.0,0
South Africa,2023,Beverages,8390.0,7380.0,155.0," 1,172 ",56.0,0
Argentina,2023,Fruits & Vegetables,40294.0,35993.0,157.0, 620 ,67.0,1
Canada,2019,Meat & Seafood,22943.0,19761.0,40.0," 1,156 ",35.0,0
Italy,2023,Frozen Food,40852.0,40926.0,47.0," 1,080 ",34.0,1
Turkey,2019,Prepared Food,34166.0,40938.0,106.0, 420 ,44.0,1
Russia,2019,Prepared Food,31131.0,34061.0,94.0, 208 ,63.0,1
Brazil,2023,Grains & Cereals,14250.0,14160.0,77.0, 639 ,48.0,0
Indonesia,2018,Dairy Products,5963.0,5420.0,79.0, 182 ,53.0,0
Argentina,2021,Fruits & Vegetables,44002.0,46101.0,128.0, 828 ,37.0,1
Saudi Arabia,2020,Dairy Products,28280.0,25265.0,67.0, 910 ,52.0,1
Australia,2021,Dairy Products,5147.0,4816.0,137.0, 603 ,48.0,0
Russia,2019,Fruits & Vegetables,6995.0,6099.0,52.0, 51 ,57.0,0
Turkey,2022,Prepared Food,7697.0,8451.0,77.0," 1,340 ",42.0,0
Brazil,2023,Dairy Products,32010.0,35709.0,64.0," 1,232 ",53.0,1
South Korea,2023,Frozen Food,4159.0,4791.0,47.0," 1,252 ",31.0,0
China,2021,Meat & Seafood,1265.0,1294.0,95.0, 224 ,66.0,0
UK,2023,Prepared Food,13539.0,13489.0,118.0," 1,357 ",60.0,0
Australia,2024,Dairy Products,7144.0,7953.0,28.0, 89 ,54.0,0
South Africa,2023,Frozen Food,24039.0,22320.0,63.0," 1,190 ",49.0,0
India,2018,Grains & Cereals,6040.0,6826.0,185.0, 860 ,34.0,0
France,2018,Dairy Products,41959.0,33789.0,100.0, 123 ,43.0,1
UK,2024,Frozen Food,3045.0,3599.0,178.0," 1,286 ",40.0,0
Japan,2021,Beverages,2125.0,1744.0,200.0, 326 ,32.0,0
South Africa,2023,Bakery Items,4162.0,3946.0,98.0, 740 ,50.0,0
China,2021,Bakery Items,1117.0,1143.0,47.0," 1,295 ",38.0,0
Canada,2018,Meat & Seafood,15659.0,15841.0,120.0, 571 ,67.0,0
South Korea,2023,Dairy Products,41189.0,40979.0,104.0, 324 ,47.0,1
Argentina,2020,Beverages,13193.0,12870.0,139.0," 1,348 ",34.0,0
China,2019,Prepared Food,26699.0,23943.0,164.0," 1,267 ",45.0,1
India,2023,Frozen Food,11293.0,12419.0,191.0, 691 ,62.0,0
Saudi Arabia,2024,Meat & Seafood,6792.0,5505.0,191.0, 73 ,63.0,0
UK,2022,Grains & Cereals,7116.0,7979.0,40.0, 176 ,61.0,0
Turkey,2020,Frozen Food,16740.0,13886.0,102.0, 232 ,35.0,0
South Korea,2021,Bakery Items,36475.0,36156.0,170.0, 185 ,69.0,1
Argentina,2023,Beverages,7330.0,7120.0,27.0, 775 ,50.0,0
South Africa,2019,Grains & Cereals,30026.0,30917.0,177.0, 550 ,43.0,1
Spain,2023,Beverages,43509.0,38667.0,71.0," 1,354 ",60.0,1
Italy,2018,Meat & Seafood,39209.0,45136.0,84.0, 531 ,43.0,1
Spain,2024,Frozen Food,14042.0,13914.0,160.0, 672 ,58.0,0
Australia,2023,Frozen Food,45076.0,49947.0,98.0, 919 ,51.0,1
Russia,2020,Frozen Food,2397.0,2509.0,194.0," 1,395 ",40.0,0
Australia,2023,Dairy Products,37063.0,34363.0,36.0," 1,206 ",38.0,1
India,2019,Beverages,16866.0,14349.0,35.0," 1,331 ",50.0,0
Japan,2018,Bakery Items,22795.0,27007.0,50.0," 1,224 ",60.0,0
Canada,2021,Prepared Food,43187.0,38566.0,38.0," 1,013 ",44.0,1
Japan,2023,Fruits & Vegetables,23700.0,24190.0,70.0," 1,303 ",50.0,0
Russia,2018,Prepared Food,5143.0,4171.0,119.0, 108 ,33.0,0
Turkey,2021,Grains & Cereals,23679.0,24717.0,106.0, 25 ,58.0,0
Saudi Arabia,2021,Frozen Food,27721.0,23630.0,36.0, 483 ,49.0,1
Russia,2022,Meat & Seafood,22093.0,22206.0,43.0, 636 ,58.0,0
South Korea,2018,Dairy Products,3557.0,3688.0,154.0, 888 ,63.0,0
Canada,2024,Beverages,13937.0,13293.0,31.0, 549 ,57.0,0
USA,2022,Bakery Items,2909.0,3014.0,166.0, 498 ,62.0,0
China,2019,Bakery Items,42999.0,46248.0,176.0, 239 ,50.0,1
Mexico,2018,Prepared Food,30567.0,29522.0,133.0, 774 ,44.0,1
Germany,2024,Fruits & Vegetables,9448.0,9575.0,137.0, 395 ,37.0,0
Australia,2021,Fruits & Vegetables,6307.0,6017.0,160.0," 1,257 ",31.0,0
USA,2018,Frozen Food,17195.0,16888.0,77.0, 302 ,38.0,0
Saudi Arabia,2020,Prepared Food,13560.0,12193.0,198.0," 1,021 ",69.0,0
Australia,2018,Bakery Items,27437.0,32892.0,196.0, 712 ,65.0,1
Japan,2022,Grains & Cereals,34192.0,27454.0,89.0," 1,025 ",62.0,1
Turkey,2023,Beverages,27838.0,22943.0,108.0, 769 ,49.0,1
Spain,2024,Meat & Seafood,32261.0,30056.0,37.0," 1,062 ",42.0,1
Italy,2018,Bakery Items,46470.0,43064.0,63.0," 1,229 ",34.0,1
India,2021,Meat & Seafood,28458.0,28368.0,151.0, 138 ,55.0,1
Spain,2018,Meat & Seafood,32783.0,28851.0,50.0, 238 ,37.0,1
Turkey,2023,Prepared Food,29271.0,28089.0,54.0, 194 ,44.0,1
South Africa,2018,Bakery Items,46279.0,49890.0,59.0, 27 ,45.0,1
Brazil,2023,Meat & Seafood,30627.0,32845.0,192.0, 453 ,50.0,1
Indonesia,2020,Beverages,19025.0,15990.0,94.0, 350 ,64.0,0
Argentina,2024,Dairy Products,24562.0,22556.0,163.0, 799 ,33.0,0
UK,2024,Fruits & Vegetables,13312.0,15226.0,49.0, 94 ,39.0,0
South Korea,2024,Prepared Food,11274.0,9454.0,163.0, 899 ,50.0,0
Germany,2020,Beverages,20222.0,18088.0,197.0, 470 ,39.0,0
South Korea,2022,Grains & Cereals,36555.0,38456.0,133.0, 327 ,66.0,1
Turkey,2020,Frozen Food,36147.0,34985.0,105.0," 1,336 ",39.0,1
Germany,2018,Fruits & Vegetables,9120.0,9815.0,145.0," 1,389 ",55.0,0
Brazil,2023,Grains & Cereals,31857.0,28869.0,185.0, 821 ,39.0,1
Germany,2020,Meat & Seafood,12107.0,13854.0,25.0, 264 ,58.0,0
South Korea,2019,Prepared Food,48412.0,45155.0,83.0, 411 ,66.0,1
Canada,2019,Meat & Seafood,25633.0,28551.0,184.0," 1,198 ",33.0,1
Turkey,2020,Fruits & Vegetables,23142.0,21236.0,22.0, 943 ,36.0,0
Indonesia,2018,Prepared Food,44944.0,47469.0,136.0," 1,223 ",44.0,1
India,2020,Prepared Food,34376.0,33217.0,31.0, 342 ,37.0,1
France,2021,Prepared Food,8165.0,7396.0,56.0, 975 ,31.0,0
UK,2018,Grains & Cereals,15882.0,17533.0,64.0, 44 ,57.0,0
Argentina,2021,Prepared Food,17180.0,16230.0,167.0, 555 ,54.0,0
India,2023,Beverages,35047.0,28836.0,61.0, 878 ,32.0,1
Japan,2019,Dairy Products,18283.0,19908.0,117.0, 218 ,61.0,0
Turkey,2019,Frozen Food,27908.0,31703.0,123.0, 840 ,66.0,1
Spain,2018,Meat & Seafood,24334.0,23559.0,144.0, 765 ,49.0,0
China,2021,Grains & Cereals,27104.0,29819.0,35.0, 725 ,41.0,1
Argentina,2019,Meat & Seafood,23412.0,23514.0,178.0, 713 ,34.0,0
Turkey,2021,Grains & Cereals,24006.0,24000.0,149.0, 347 ,65.0,0
Japan,2020,Frozen Food,20685.0,23718.0,178.0, 906 ,34.0,0
Russia,2019,Beverages,43986.0,45144.0,98.0, 806 ,43.0,1
Indonesia,2019,Meat & Seafood,43933.0,51907.0,52.0," 1,224 ",32.0,1
Russia,2022,Prepared Food,34298.0,39264.0,51.0," 1,032 ",63.0,1
South Africa,2019,Prepared Food,46009.0,45497.0,40.0," 1,157 ",67.0,1
Japan,2023,Dairy Products,34738.0,27946.0,134.0, 126 ,57.0,1
Germany,2024,Beverages,32805.0,27649.0,199.0, 832 ,44.0,1
Australia,2018,Prepared Food,16184.0,13070.0,88.0, 780 ,53.0,0
India,2023,Beverages,29511.0,26246.0,29.0, 55 ,44.0,1
Germany,2019,Grains & Cereals,31122.0,29275.0,53.0," 1,090 ",50.0,1
Germany,2024,Dairy Products,7521.0,6162.0,125.0, 812 ,48.0,0
Argentina,2022,Meat & Seafood,28725.0,28821.0,126.0, 412 ,49.0,1
Italy,2018,Bakery Items,18906.0,18078.0,47.0, 630 ,68.0,0
China,2021,Meat & Seafood,44967.0,51324.0,195.0, 743 ,52.0,1
Saudi Arabia,2020,Fruits & Vegetables,30142.0,34332.0,185.0, 183 ,67.0,1
Turkey,2024,Frozen Food,1035.0,919.0,145.0," 1,097 ",41.0,0
France,2020,Dairy Products,23032.0,25473.0,118.0," 1,061 ",36.0,0
Italy,2023,Grains & Cereals,22878.0,18854.0,97.0, 732 ,61.0,0
Mexico,2019,Bakery Items,31125.0,28143.0,128.0, 903 ,50.0,1
South Korea,2019,Dairy Products,47750.0,39216.0,82.0, 514 ,58.0,1
Turkey,2021,Grains & Cereals,40455.0,34951.0,42.0," 1,136 ",67.0,1
UK,2024,Frozen Food,39984.0,38330.0,166.0, 849 ,45.0,1
Italy,2021,Meat & Seafood,23380.0,21260.0,97.0," 1,086 ",56.0,0
Indonesia,2018,Frozen Food,47458.0,55337.0,21.0," 1,379 ",68.0,1
China,2020,Frozen Food,20231.0,24123.0,32.0, 920 ,63.0,0
Argentina,2020,Prepared Food,36544.0,42077.0,76.0, 742 ,67.0,1
Japan,2020,Meat & Seafood,37141.0,31066.0,161.0, 195 ,47.0,1
USA,2018,Grains & Cereals,14617.0,17039.0,166.0, 283 ,52.0,0
UK,2019,Frozen Food,28458.0,28856.0,156.0," 1,278 ",66.0,1
Russia,2019,Grains & Cereals,37998.0,43184.0,104.0, 268 ,62.0,1
Germany,2019,Fruits & Vegetables,4787.0,4613.0,57.0, 687 ,38.0,0
Argentina,2019,Bakery Items,34189.0,27863.0,101.0," 1,127 ",52.0,1
Spain,2022,Fruits & Vegetables,34774.0,38032.0,148.0, 666 ,31.0,1
Turkey,2022,Fruits & Vegetables,22313.0,23817.0,165.0, 681 ,46.0,0
India,2024,Beverages,14354.0,15922.0,84.0, 778 ,34.0,0
Indonesia,2019,Frozen Food,23497.0,22381.0,80.0, 638 ,51.0,0
Mexico,2018,Meat & Seafood,27956.0,27445.0,181.0, 107 ,49.0,1
South Africa,2023,Dairy Products,9000.0,8655.0,196.0," 1,270 ",46.0,0
South Africa,2019,Frozen Food,8371.0,8827.0,92.0, 543 ,69.0,0
Indonesia,2019,Grains & Cereals,7175.0,7270.0,31.0, 196 ,34.0,0
France,2019,Frozen Food,35394.0,33418.0,74.0, 877 ,50.0,1
France,2018,Dairy Products,44602.0,40578.0,49.0, 163 ,37.0,1
South Africa,2019,Prepared Food,16335.0,15431.0,24.0," 1,127 ",49.0,0
South Africa,2024,Prepared Food,44824.0,52764.0,104.0, 228 ,55.0,1
South Africa,2020,Frozen Food,9384.0,11113.0,48.0," 1,319 ",54.0,0
India,2024,Fruits & Vegetables,3827.0,3414.0,167.0," 1,381 ",32.0,0
Japan,2019,Grains & Cereals,23250.0,20743.0,165.0, 234 ,49.0,0
Turkey,2024,Fruits & Vegetables,32314.0,34639.0,25.0," 1,145 ",51.0,1
Mexico,2021,Dairy Products,4824.0,4801.0,94.0, 700 ,42.0,0
Saudi Arabia,2024,Grains & Cereals,14124.0,12918.0,199.0, 801 ,38.0,0
Germany,2019,Fruits & Vegetables,36202.0,35041.0,49.0," 1,148 ",59.0,1
India,2018,Grains & Cereals,503.0,407.0,160.0, 819 ,66.0,0
Germany,2022,Meat & Seafood,31865.0,30789.0,181.0," 1,304 ",59.0,1
India,2018,Fruits & Vegetables,6328.0,6403.0,78.0, 643 ,69.0,0
Spain,2019,Frozen Food,4761.0,4323.0,45.0, 982 ,54.0,0
UK,2024,Beverages,42759.0,42037.0,117.0, 484 ,49.0,1
Spain,2022,Grains & Cereals,31902.0,36181.0,103.0, 157 ,41.0,1
Australia,2018,Bakery Items,13305.0,14607.0,73.0," 1,052 ",32.0,0
Indonesia,2018,Dairy Products,26115.0,30824.0,144.0," 1,182 ",62.0,1
India,2021,Grains & Cereals,38697.0,39373.0,165.0," 1,322 ",53.0,1
Spain,2018,Grains & Cereals,4642.0,5250.0,195.0, 926 ,36.0,0
Spain,2020,Dairy Products,32535.0,28567.0,55.0, 548 ,45.0,1
Saudi Arabia,2018,Prepared Food,33462.0,38879.0,47.0, 75 ,36.0,1
Germany,2018,Dairy Products,29875.0,26717.0,152.0," 1,030 ",61.0,1
Brazil,2023,Frozen Food,30810.0,29578.0,165.0," 1,303 ",60.0,1
China,2019,Prepared Food,29804.0,33831.0,124.0, 550 ,49.0,1
Indonesia,2024,Fruits & Vegetables,40420.0,41378.0,149.0," 1,078 ",66.0,1
Mexico,2018,Grains & Cereals,29193.0,32608.0,154.0, 921 ,59.0,1
Australia,2018,Prepared Food,19741.0,21471.0,156.0, 362 ,32.0,0
Japan,2020,Frozen Food,9847.0,7935.0,154.0," 1,322 ",58.0,0
China,2024,Meat & Seafood,21596.0,20771.0,188.0, 363 ,39.0,0
Japan,2022,Meat & Seafood,19459.0,22447.0,83.0," 1,062 ",51.0,0
Canada,2022,Bakery Items,40766.0,40015.0,103.0, 956 ,70.0,1
South Korea,2023,Beverages,7829.0,6513.0,175.0," 1,394 ",33.0,0
Saudi Arabia,2022,Beverages,15899.0,16552.0,196.0," 1,357 ",68.0,0
India,2021,Frozen Food,10038.0,10618.0,108.0," 1,192 ",64.0,0
Italy,2019,Dairy Products,28819.0,26518.0,185.0, 891 ,32.0,1
Australia,2023,Prepared Food,13625.0,13845.0,128.0, 12 ,70.0,0
Russia,2019,Beverages,49617.0,47665.0,112.0," 1,196 ",57.0,1
France,2021,Fruits & Vegetables,42838.0,46371.0,57.0, 91 ,48.0,1
Mexico,2024,Meat & Seafood,817.0,717.0,109.0, 917 ,32.0,0
Spain,2018,Meat & Seafood,17135.0,19551.0,186.0, 589 ,37.0,0
Indonesia,2021,Fruits & Vegetables,38562.0,44717.0,76.0," 1,333 ",33.0,1
South Korea,2023,Prepared Food,14452.0,12965.0,197.0," 1,209 ",32.0,0
Saudi Arabia,2021,Prepared Food,13212.0,12016.0,98.0, 452 ,43.0,0
Mexico,2020,Meat & Seafood,23277.0,23992.0,96.0, 388 ,32.0,0
Argentina,2022,Frozen Food,33412.0,34851.0,104.0, 331 ,65.0,1
Brazil,2019,Frozen Food,12212.0,14310.0,73.0, 339 ,53.0,0
Indonesia,2021,Frozen Food,33260.0,27668.0,111.0," 1,390 ",49.0,1
Spain,2020,Dairy Products,21604.0,20116.0,154.0, 440 ,35.0,0
Mexico,2021,Prepared Food,37107.0,30234.0,177.0, 604 ,53.0,1
Germany,2020,Dairy Products,19908.0,22081.0,67.0, 745 ,52.0,0
China,2020,Prepared Food,13556.0,12780.0,31.0," 1,254 ",30.0,0
Japan,2019,Beverages,42337.0,47449.0,159.0, 659 ,39.0,1
Canada,2022,Dairy Products,4388.0,4019.0,82.0," 1,386 ",31.0,0
Indonesia,2019,Prepared Food,14058.0,11492.0,37.0, 341 ,51.0,0
UK,2022,Fruits & Vegetables,11625.0,13305.0,51.0," 1,225 ",61.0,0
Italy,2018,Grains & Cereals,26759.0,31431.0,68.0," 1,215 ",31.0,1
France,2018,Bakery Items,30566.0,30720.0,173.0," 1,129 ",35.0,1
Canada,2018,Dairy Products,41904.0,47300.0,70.0," 1,013 ",63.0,1
India,2024,Beverages,9531.0,11364.0,156.0, 62 ,33.0,0
Brazil,2021,Prepared Food,18671.0,21900.0,118.0, 23 ,61.0,0
South Korea,2019,Beverages,7445.0,7753.0,166.0, 239 ,65.0,0
Turkey,2018,Beverages,36240.0,36651.0,143.0, 327 ,34.0,1
Japan,2020,Fruits & Vegetables,9348.0,8304.0,49.0, 807 ,62.0,0
Japan,2021,Beverages,42369.0,34591.0,87.0, 211 ,44.0,1
Spain,2018,Bakery Items,1683.0,1442.0,161.0, 976 ,66.0,0
Italy,2021,Frozen Food,17555.0,19406.0,93.0, 124 ,54.0,0
Argentina,2019,Fruits & Vegetables,3998.0,3882.0,50.0," 1,072 ",30.0,0
Argentina,2024,Meat & Seafood,1832.0,1767.0,77.0, 549 ,60.0,0
Germany,2021,Frozen Food,33764.0,31725.0,191.0, 366 ,38.0,1
Germany,2021,Grains & Cereals,33215.0,37141.0,196.0, 12 ,57.0,1
Mexico,2023,Bakery Items,45674.0,49013.0,40.0, 404 ,35.0,1
South Africa,2020,Bakery Items,5857.0,4821.0,89.0, 55 ,47.0,0
Saudi Arabia,2019,Prepared Food,31970.0,29382.0,47.0, 848 ,62.0,1
